Geneid,tir1_d3_rep3,tir1_d3_rep1,tir1_d7_rep5,tir1_d7_rep4,tir1_d7_rep6,tir1_d3_rep4,tir1_d7_rep2,tir1_d7_rep1,tir1_d7_rep3,wt_d7_rep4,wt_d7_rep1,wt_d7_rep2,wt_d3_rep1,wt_d3_rep2,wt_d3_rep4,wt_d7_rep3
Gm9392,20,16,67,36,28,38,35,34,29,19,25,39,38,23,52,24
Gm5331,52,56,85,64,72,31,28,53,75,17,14,23,67,29,33,40
Ldha,121141,143366,146699,142228,143716,137067,135952,135644,136327,133900,128293,114295,120420,104386,146636,138989
Ldhc,0,0,0,0,0,0,11,0,0,6,0,14,0,0,1,0
Tsg101,7056,7821,8492,8258,9452,8726,7899,8579,9104,7547,5660,6486,9352,8022,10141,9681
Gm45628,0,21,5,0,8,0,0,0,0,0,24,16,4,0,0,11
Uevld,531,558,764,512,594,284,754,605,610,507,519,496,489,503,263,654
Gm45737,0,0,0,0,37,0,20,17,1,0,0,9,0,0,0,0
Gm19248,0,1,1,0,0,1,0,0,1,0,0,2,1,0,0,1
C86187,0,0,0,0,0,0,0,0,0,4,17,0,0,1,3,3
Gm31941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9999,23,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Spty2d1,2433,4661,4635,3056,3889,1911,3359,3473,3026,3795,1323,2319,2120,2949,2011,5041
Gm32031,89,43,50,49,82,33,41,69,51,39,70,54,42,39,26,88
Gm45474,0,0,0,0,0,1,0,5,0,0,0,0,2,0,0,0
Tmem86a,563,503,329,471,513,386,436,388,409,509,341,437,510,850,557,555
LOC102637012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ptpn5,35,117,98,70,8,111,60,59,98,308,321,45,203,3,0,13
Mir7056,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm14377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Gm44969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgpra6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgpra9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgprx3-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgpra1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45085,0,0,0,8,0,0,0,0,0,0,101,0,0,0,0,0
Gm29479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgpra2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgpra2b,0,0,0,0,0,0,0,0,0,0,23,0,0,12,0,0
Gm7255,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
Mrgprc4-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgpra14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgpra3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgprc1-ps,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0
Gm2707,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0
Gm28288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgprc3-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ENSMUSG00002076926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18348,0,0,0,0,0,0,0,0,0,1,0,0,0,4,10,0
Gm29563,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgprc7-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18349,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
Mrgpra18-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgprc2-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgpra4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgprx1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgprb7-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgprb12-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28665,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0
Mrgprb5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgprb4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgprb13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgprb8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgprb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgprx2,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,5
Mrgprb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgprb9-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgprb3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrgprb11-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Gm45086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zdhhc13,2163,3020,4946,4568,3993,3047,4206,4125,4135,3336,3822,2303,4115,3083,4137,4986
Gm45041,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0
Csrp3,0,0,0,5,0,0,0,0,0,0,1,0,0,50,0,0
E2f8,69,0,190,29,101,45,9,38,201,162,0,181,0,49,68,39
Gm2788,13,1,81,9,0,6,0,0,5,0,132,4,34,0,48,5
Gm45282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nav2,239,46,67,134,214,102,13,52,112,69,175,106,79,128,205,294
Gm18559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm32849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9130015G15Rik,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0
Gm37613,0,0,0,0,0,0,0,0,0,1,137,0,0,0,0,0
Gm44913,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gm38059,0,0,0,39,0,0,0,0,0,0,1,0,0,0,0,0
Dbx1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Htatip2,3685,3812,3297,3126,3699,3373,3114,3321,3523,4528,2995,3035,4020,3158,3795,4031
Prmt3,6381,8367,9447,8544,9596,8587,9618,9625,10015,8931,6179,5844,5812,9647,8255,8281
Gm44822,0,2,21,0,0,0,0,15,2,0,106,9,0,6,0,0
Slc6a5,31,0,0,1,0,2,0,0,0,8,41,0,0,6,1,7
Nell1,0,0,0,0,0,0,0,0,0,0,29,12,0,0,0,0
Nell1os,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0
4933405O20Rik,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm9343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21035,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Gm21036,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
Gm21037,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
Gm16478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9354,27,31,30,22,17,30,31,12,33,19,27,31,27,46,34,33
Ano5,0,0,0,0,0,0,0,0,0,0,124,2,0,0,18,0
Slc17a6,0,0,0,0,4,0,0,0,0,0,23,26,0,0,2,0
Gm45072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm42402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7336,336,305,188,218,221,325,191,255,245,250,256,263,329,396,290,233
Gm29296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm45235,179,0,23,7,16,67,8,29,21,13,0,131,1,105,0,0
Fancf,1211,763,1356,1203,1414,1434,1365,1387,1909,1150,1233,1348,1538,1913,1344,1368
Gas2,293,158,286,214,248,286,264,194,416,460,686,161,391,183,270,95
Svip,0,0,0,3,11,0,0,0,51,89,0,1,7,0,5,1
1700015G11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20074,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
Gm6181,10,4,6,8,6,7,8,8,5,12,1,7,8,15,1,7
Gm22444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44682,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,0
ENSMUSG00002074923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002076370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5776,72,70,34,34,53,52,55,40,32,54,29,52,58,74,64,65
Gm6290,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luzp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44896,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
Gm44894,19,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1
4833421K07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm17838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9367,0,3,2,1,1,3,0,0,1,0,0,2,0,2,2,2
Gm44615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siglech,0,0,0,0,20,0,0,5,0,0,0,0,0,0,0,0
Tubgcp5,1669,1977,3068,2630,2364,2141,2089,2569,1842,1738,928,2795,1278,1653,902,2908
Cyfip1,1289,2540,2601,2177,2323,1582,1576,2498,2830,2852,1292,663,1567,1150,2546,2437
Gm17907,65,19,0,5,0,29,0,8,22,0,0,0,0,79,29,4
Gm44616,17,0,0,0,6,0,0,4,13,0,0,30,0,1,0,0
Nipa2,2300,3185,2746,2434,3213,2938,2143,2283,2710,2182,2063,1515,1897,1814,2577,2589
A230056P14Rik,59,22,102,56,6,10,27,34,10,0,11,2,17,0,18,0
Gm44509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nipa1,37,58,26,59,42,0,3,0,0,0,0,0,161,0,0,0
Gm15888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44510,4,0,0,1,0,26,0,0,1,0,0,3,1,0,0,0
Rps12l1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm34121,17,0,35,29,41,28,102,54,73,111,3,44,48,47,111,104
Herc2,2576,3526,3191,3956,4492,2848,3317,4066,2297,2543,1735,2813,2392,3083,3016,3276
Gm19187,0,0,0,13,0,0,0,9,0,0,0,0,17,0,0,29
Oca2,43,0,0,0,0,1,0,0,0,18,54,0,0,12,2,0
Gm44506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabrg3,0,0,0,0,1,0,0,0,0,0,36,0,0,0,0,0
Gm44979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm17984,0,0,0,0,0,0,0,0,0,0,154,0,0,0,2,0
Gm44976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm17987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabra5,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
Gabrb3,0,0,0,8,10,0,0,23,0,0,0,0,0,0,85,0
Mir6389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5596,0,0,3,0,0,0,0,0,0,0,80,0,0,0,0,0
Gm34272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp10a,3292,1608,3921,3963,3581,2510,3753,4786,3636,3454,1797,2394,843,1727,2501,4327
Gm44936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44937,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0
Gm6226,2,2,5,3,6,13,2,4,2,10,0,0,4,2,1,2
Gm44938,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm18453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm45189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9330162G02Rik,148,63,53,122,87,238,68,52,63,12,50,34,46,56,9,50
Ube3a,2350,1670,5193,3840,4977,3789,3838,3853,3642,3497,2831,4604,3299,3405,3608,4414
Gm44562,0,0,0,0,25,0,7,0,0,0,0,0,0,0,0,0
Gm44559,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Gm44560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44830,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
Snhg14,51,29,10,0,13,0,41,9,3,23,49,102,40,21,0,0
Gm44829,56,0,4,6,61,1,3,8,0,0,2,53,28,23,0,14
A230103L15Rik,7,0,14,0,48,0,0,0,0,0,0,0,0,0,0,0
Gm25499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25934,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
Gm25156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24657,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Gm26230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24799,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm24088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24528,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Gm23356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Gm25120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25077,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
Gm22834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26432,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
Gm25462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24137,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm22912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23560,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Gm25870,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0
Gm44831,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
Gm23862,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Gm26504,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0
Gm22285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22584,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Gm26270,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Gm23089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
