Geneid,tir1_d3_rep3,tir1_d3_rep1,tir1_d7_rep5,tir1_d7_rep4,tir1_d7_rep6,tir1_d3_rep4,tir1_d7_rep2,tir1_d7_rep1,tir1_d7_rep3,wt_d7_rep4,wt_d7_rep1,wt_d7_rep2,wt_d3_rep1,wt_d3_rep2,wt_d3_rep4,wt_d7_rep3
Gm29214,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Gm37051,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
Gm38260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8030445P17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38198,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Gm37077,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Gm37895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm36952,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37602,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
2900022M07Rik,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0
2900002M20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm24064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4931408C20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-R5s209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5524,6,0,0,0,20,0,1,0,0,0,25,0,0,0,0,0
Gm18776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38089,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Gm7846,127,152,189,287,242,133,214,235,188,176,109,146,252,160,207,180
Gm597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5697,24,0,1,3,1,0,0,0,1,0,112,12,4,0,0,0
Gm6462,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0
Gm18033,0,12,0,0,0,0,0,0,0,0,0,20,0,0,0,0
Y_RNA,6,0,0,0,0,12,0,0,0,0,12,0,0,0,2,3
ENSMUSG00002076857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002074912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5525,34,37,22,22,22,40,22,32,33,26,33,36,26,31,29,28
Gm53035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7858,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002075317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002075289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9898,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Gm6473,0,2,4,4,1,2,0,3,0,2,1,2,7,0,0,3
Gm2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phf3,2835,3399,6563,4904,4385,3748,3673,4855,3521,3442,2646,3710,2865,2922,2958,5038
Gm37522,2,4,3,19,0,0,12,0,0,0,98,0,7,94,0,22
Gm37906,16,10,6,23,68,0,12,4,0,1,0,71,74,53,0,8
Ptp4a1,1803,2928,4520,3452,4507,3000,4102,3744,3906,2907,2780,2394,2707,3225,3604,3998
Gm5698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9458,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0
4931428L18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5S_rRNA,172,107,103,85,65,122,26,92,24,87,223,135,106,176,94,147
Gm29128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lgsn,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Dnaaf6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28645,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0
Gm6489,17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Eef1a1-ps2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19680,23,25,12,10,9,8,9,9,19,16,19,13,11,12,13,24
Gm23032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khdrbs2,0,3,1,3,2,1,2,11,0,0,3,2,0,24,0,0
Gm25814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gm37911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37792,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Semp2l1,0,5,0,0,0,0,0,0,0,6,15,0,0,0,0,3
Gm24732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37151,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Gm28624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7114,2,0,1,1,7,4,1,3,1,1,4,2,0,0,3,3
Gm4785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm2987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7933,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Gm23453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prim2,976,1302,1548,1370,1303,1072,1083,907,1173,1155,646,929,793,545,1095,963
Gm29228,5,12,7,8,12,15,5,7,12,12,4,7,16,7,9,15
Gm37618,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Gm17813,11,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0
1700001G17Rik,10,33,5,8,51,0,2,31,5,14,69,17,14,61,3,83
Gm38173,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000121274,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2
Rab23,485,931,852,729,503,536,602,607,432,288,530,358,458,455,573,744
Bag2,8,131,251,159,292,31,271,202,123,137,148,65,71,214,61,139
Gm37905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp451,1586,2016,2758,2556,2513,2160,2933,2647,1806,2314,1105,1412,1624,1491,2983,3258
Gm15455,28,18,27,4,12,27,11,10,35,9,192,12,17,15,101,21
Bend6,143,80,383,159,245,451,154,79,248,212,316,99,81,116,318,566
Gm37067,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
Dst,426,382,221,524,570,297,282,530,585,239,483,653,338,200,573,590
Gm37354,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Gm28631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38157,18,0,14,0,31,13,10,1,0,9,62,18,17,9,10,1
Mir6896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26788,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0
A930005N03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37958,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
Gm37385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm5266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3052,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0
Gm37233,141,1,39,32,161,160,33,144,46,113,138,9,13,0,373,73
Mir5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc115,5456,5776,6910,6128,7612,5983,7206,6729,6790,5636,5166,5039,6486,5830,6506,6466
Gm28306,0,8,7,3,25,2,5,8,5,3,0,2,5,2,2,2
Imp4,12150,17214,14123,13133,13774,12308,11545,13505,12374,12523,9608,10413,12182,12089,14214,14119
Ptpn18,7832,7714,5325,7610,7402,5346,6848,7122,5833,6534,7256,5757,8536,7636,7652,6847
Gm28417,174,123,192,226,248,111,146,205,164,153,312,158,151,307,172,126
4930568A12Rik,43,98,105,54,90,140,43,79,57,22,0,11,73,50,77,187
Prss39,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
Gm28416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cfc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm28419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Prss40,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1700101I19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amer3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm36984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA619741,0,0,0,0,0,0,0,0,0,0,19,1,0,0,1,0
Arhgef4,562,1649,1142,1468,1187,1373,1429,1347,1363,858,1573,1298,900,1265,183,1628
Gm37224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smim39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38336,78,67,60,9,75,4,9,21,21,0,6,49,29,0,0,5
Fam168b,16343,21617,21712,17315,20638,17443,18436,26083,16216,17940,13577,11882,13308,14194,14504,23691
Gm37127,45,72,12,3,40,0,9,39,0,0,0,0,26,20,48,0
Plekhb2,7015,11839,10649,6795,10324,7469,9274,10705,9963,8643,9612,7159,9736,7888,12261,11779
Gm19430,1,0,0,11,0,0,0,0,0,0,10,0,0,0,0,0
Gm37670,0,0,2,0,0,0,0,0,3,0,0,0,0,2,2,0
Gm8009,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm38027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37068,49,48,118,77,141,129,54,93,198,178,104,125,87,133,225,197
Gm25634,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Gm28415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110002O04Rik,0,0,0,0,0,0,0,0,17,24,41,10,0,0,34,0
Gm8022,6,0,0,0,0,0,0,0,0,67,0,0,0,23,0,0
Gm37146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm33222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
4930535G08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38049,0,0,0,0,0,0,0,0,0,1,10,0,0,0,4,0
Hs6st1,2649,3626,3988,2911,3013,4699,3062,4124,3280,3046,1355,2304,1311,1748,2279,2823
Gm37335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm33280,200,182,21,9,24,0,67,0,72,74,120,148,0,2,0,110
Uggt1,7810,14672,13056,10634,12317,9507,8969,12008,9383,9484,8186,6476,7664,8692,10033,13168
Mir6897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Neurl3,16986,26606,19321,14648,16652,15325,17204,17959,16423,18924,19278,19007,17728,16759,16890,21124
Arid5a,24441,36702,31827,23590,25501,25946,21844,27690,25504,29724,31868,17999,18198,18790,24173,32217
4930403P22Rik,24,19,0,39,13,19,36,15,0,2,0,0,20,36,33,68
Kansl3,3896,5551,5660,5873,6164,5044,5266,6014,5052,5667,2376,4791,2954,2864,5679,6945
Mir6898,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fer1l5,101,130,117,254,110,212,40,291,101,14,41,81,33,6,170,165
Lman2l,3266,4534,2754,4035,2962,2820,2603,3808,1945,1764,469,3270,2072,1837,2281,2247
Cnnm4,676,1082,685,599,698,635,716,674,828,724,322,592,596,489,780,718
Gm37909,2,0,38,0,12,0,31,15,0,8,0,2,25,1,60,41
ENSMUSG00002075980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnnm3,6382,5665,4956,3825,4625,5124,5639,5278,3477,5769,4224,4468,3412,3743,3314,5444
Gm38033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd23,100,87,103,131,124,140,161,142,85,141,88,118,82,75,57,102
Gm42417,13,9,5,5,5,6,15,10,8,8,20,8,12,0,6,14
Ankrd39,1835,3285,1779,2287,1883,2009,1445,1910,1406,1648,1358,2133,1845,1871,1379,2044
Sema4c,3,0,0,0,0,0,0,0,0,49,132,65,0,1,0,0
D430040D24Rik,0,0,0,0,0,0,0,0,0,14,11,32,0,2,15,0
Fam178b,19,0,0,0,0,11,0,0,0,0,27,22,0,11,5,0
Gm6428,44,5,3,4,8,25,2,6,5,5,5,18,8,1,6,23
ENSMUSG00002075377,0,0,0,0,0,0,0,0,0,0,17,0,0,2,3,0
Cox5b,6626,5658,5035,6876,6502,4081,5765,5832,5732,5525,5019,4494,6430,5354,6297,5776
Actr1b,6466,8321,9806,7699,8032,8689,8448,7797,8109,9028,4961,5448,5793,5316,7488,9749
4933424G06Rik,0,0,1,5,4,0,9,0,0,0,17,14,0,1,0,0
Gm33533,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
Zap70,26435,33236,29574,26246,26703,29995,25269,25670,25028,22971,24645,18017,19861,19007,23417,21915
Gm18828,1,0,0,0,0,18,0,0,0,18,0,48,0,0,0,0
Tmem131,2160,3401,4440,3907,4405,3813,2413,4068,3464,4149,1243,2329,2329,2621,3827,4199
Gm37506,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Gm38115,38,216,32,103,86,0,45,28,44,62,59,174,114,219,138,52
F830112A20Rik,180,0,0,2,0,9,0,31,0,81,13,119,0,109,4,21
Rpl12-ps1,9,6,7,14,16,8,10,11,15,5,10,10,11,24,11,9
n-R5s210,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Vwa3b,22,28,56,112,37,97,93,38,114,26,44,10,27,0,22,31
Gm37020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnga3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1700074A21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inpp4a,1495,1233,1483,1384,1356,1342,1235,1528,976,535,596,1684,1387,1154,1043,1372
4930439A04Rik,16,70,0,15,30,3,0,7,0,36,34,2,0,56,26,3
Gm37135,0,25,0,7,0,0,0,1,0,0,0,0,0,23,0,34
Coa5,8966,10797,12564,11986,13417,11617,12869,12344,12954,12137,8706,9098,7729,8602,11977,12974
Unc50,6030,6184,6327,7069,6194,5676,6963,6175,5812,5985,4219,5108,7293,6267,6967,5122
Mgat4a,732,1215,1286,1533,1303,1472,990,1079,940,804,1599,661,995,418,1939,1954
4930594C11Rik,29,9,0,14,14,0,0,36,0,0,0,0,0,4,0,4
Gm43213,12,1,32,6,0,0,0,0,0,0,0,27,35,0,1,22
Cracdl,134,109,178,173,186,80,133,157,47,54,52,72,281,70,64,115
4930556I23Rik,15,2,2,1,1,1,0,13,19,38,39,5,19,1,0,8
4930470B04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsga10,51,0,262,122,405,150,185,239,251,0,30,140,335,112,143,230
Gm26805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0
Lipt1,354,527,350,425,585,542,558,229,218,264,291,324,503,351,304,428
Mitd1,2382,2284,4659,4286,4685,3709,4242,3897,4680,2923,2120,2684,3242,1926,3227,3066
Mrpl30,5151,5501,4994,6966,6292,4760,5904,5487,5284,5403,4829,4878,6391,4736,6224,5266
Lyg2,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0
Gm15457,0,0,0,0,0,3,0,0,0,21,3,0,0,13,0,0
Lyg1,0,0,0,0,0,0,0,0,0,0,13,0,0,5,42,0
Txndc9,6376,6873,8172,7769,6900,6100,7980,7668,6630,6421,4334,5978,6930,5870,8856,6970
Eif5b,1425,567,2718,2798,2943,2550,1743,2240,2632,1935,1419,1965,2101,1526,2175,2125
Rev1,1104,1181,1813,1405,1819,1669,1230,1950,1071,1424,682,924,1001,1285,912,1343
Gm37062,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Gm5099,0,0,0,0,0,0,0,0,0,0,38,4,0,0,0,0
Aff3,3566,4879,6693,3844,4306,5233,4250,5053,3942,4670,3390,3188,3976,2139,3783,6658
Gm16150,86,32,44,33,49,19,15,14,18,32,1,112,78,44,28,40
Gm16151,30,83,9,0,35,37,0,38,29,6,0,108,28,16,28,53
Gm16152,104,0,0,77,0,24,0,0,0,78,15,28,2,36,2,1
Gm34727,27,81,0,41,0,0,0,11,0,0,0,115,0,0,0,20
Gm38135,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2610300A13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonrf2,22,0,0,0,4,40,0,0,0,6,19,0,0,0,38,0
Chst10,5830,7917,8753,7041,6938,5916,8021,7610,7474,7455,3691,4968,6287,4992,7801,8256
Gm37707,2,0,12,7,3,0,0,27,0,0,0,52,0,0,13,13
Gm6621,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Nms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdcl3,4182,4266,5736,5993,6793,4565,6456,5505,5614,5079,3963,4366,5052,3448,5503,5728
Gm37309,0,0,0,16,0,51,91,0,0,47,0,12,0,0,0,14
Gm37821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mir6349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npas2,6,173,32,0,103,5,0,0,90,10,23,0,18,121,0,0
Gm20428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3617,2,0,1,1,3,1,23,1,2,1,2,1,2,2,5,2
Rpl31,6860,4520,5343,8738,8352,5276,6643,7096,5998,5956,5421,5483,6957,5451,6925,6389
Tbc1d8,38,259,54,147,229,90,59,105,210,39,1,0,78,46,8,46
Gm37265,0,0,0,0,0,59,0,8,0,0,0,27,0,0,0,0
Gm24826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002076218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnot11,4276,4912,5816,5273,4933,4589,5510,4997,5054,6073,4177,4201,5766,4342,5748,4840
Gm15832,56,14,57,43,23,7,20,60,36,57,70,2,5,48,0,12
Snord89,0,1,0,2,9,2,1,0,6,3,14,2,5,3,2,3
Rnf149,2343,3150,4045,3282,4069,3482,3987,3696,3193,4090,2055,2575,3027,2306,3086,4075
Gm23722,21,15,0,13,3,1,2,5,0,0,3,3,7,8,0,3
Gm5100,1,2,2,3,3,3,7,9,3,5,2,1,4,14,4,1
Creg2,5,0,0,0,0,0,0,2,3,0,3,1,0,0,0,0
D930019O06Rik,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Rfx8,0,0,0,0,0,0,0,0,0,4,24,0,0,0,21,0
Gm3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700066B17Rik,9,1,0,0,0,0,0,0,4,11,14,2,0,0,24,0
Map4k4,3446,5475,4571,3900,4599,3594,4135,4661,3472,5312,2402,3922,3323,2213,3968,5656
4930456G14Rik,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1r2,413,105,156,295,198,289,171,45,542,194,289,153,104,51,63,153
Gm16894,17,0,3,0,2,0,22,2,8,0,14,7,0,34,28,0
Gm37347,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Il1r1,2,217,71,0,166,32,0,1,76,0,14,33,0,0,0,3
Gm38070,3,0,1,0,0,0,0,2,0,0,1,21,1,0,0,0
Il1rl2,508,1044,804,507,1209,491,499,802,603,529,268,63,150,338,285,207
Gm17970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Il1rl1,152,4,327,313,171,3,170,76,284,388,1,52,119,58,164,468
Il18r1,865,1127,2042,1446,1623,1422,475,1228,1199,762,288,842,485,508,1388,1371
Il18rap,3,180,175,44,0,27,10,246,107,120,234,206,3,149,121,217
Gm35801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc9a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Gm37435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc9a2,0,0,23,0,0,1,8,0,46,66,0,0,0,0,0,4
Gm37623,0,0,0,0,0,3,0,0,0,0,0,33,0,41,0,0
Gm37915,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Mfsd9,43,0,68,53,106,13,180,126,49,16,64,175,143,26,134,28
Tmem182,0,0,0,0,11,0,0,0,0,0,0,1,0,0,1,0
Gm5973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930448I06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm8176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9915,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Gm29664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Gm28140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37047,0,0,0,0,0,1,0,0,0,0,15,1,0,0,0,0
Pantr1,153,7,0,0,0,1,0,3,0,0,157,0,0,2,0,0
4930420N18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000121019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pou3f3,0,0,0,0,0,0,0,0,1,1,3,0,0,0,4,0
Gm20646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalir,30,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
Mrps9,3933,4006,4616,4353,4189,3482,4353,4363,4873,3852,3225,3318,4340,4042,4735,4924
Gm23126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpr45,15,39,16,13,0,34,0,26,0,2,9,11,29,25,10,23
ENSMUSG00002075628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgfbrap1,1791,2837,3201,3267,2955,2594,2384,2634,2525,2776,1438,1696,1371,1182,2132,3443
Gm28782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8430432A02Rik,1,13,50,26,0,0,0,87,30,39,0,0,71,30,110,0
AI597479,657,1332,2855,1500,1429,1254,1591,1834,1499,1420,743,628,649,595,1478,2180
Fhl2,193,229,110,157,117,252,341,107,313,287,142,188,72,274,116,227
Gm8210,14,10,22,17,5,18,10,13,13,33,8,32,18,14,17,12
ENSMUSG00000120601,0,0,0,0,0,0,0,0,0,0,4,0,0,0,34,0
Gm29040,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
Gm29610,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm29041,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nck2,4050,6956,8184,6250,6307,7140,6330,6718,5723,6280,3475,4182,4541,3670,6070,6746
Gm37536,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
Gm38228,123,20,60,207,57,35,154,129,62,101,147,207,1,150,81,150
Ecrg4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29155,0,0,2,0,1,0,0,4,1,0,4,5,1,0,63,9
Gm29157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29156,0,0,0,0,0,0,12,0,0,26,0,0,0,0,0,30
Uxs1,873,964,824,984,954,1021,1094,823,783,1168,902,637,933,1115,1082,1282
Gm16103,0,0,1,5,0,0,7,27,3,12,0,12,0,17,0,11
Gm19587,8,13,12,7,6,12,10,23,45,22,5,10,2,3,16,11
Gm8241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002075225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000120105,43,0,27,4,14,1,3,33,58,2,1,24,0,15,7,27
Tpp2,5360,4212,11453,8351,10291,8770,9724,8863,10003,5895,7982,6425,5436,5793,8527,11298
Mettl21c,3,0,7,0,5,0,5,0,0,0,10,0,0,0,0,0
Gm15838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8251,126,0,14,26,28,3,0,66,78,56,173,1,2,116,1,113
Tex30,2197,1727,2676,2162,3356,2088,2648,2530,2659,1942,1339,1696,2468,2577,2535,1890
Gm29247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poglut2,426,513,263,603,509,466,583,414,837,328,265,402,735,523,475,481
Bivm,264,466,645,595,927,376,718,665,501,531,601,89,182,488,863,337
Ercc5,678,788,1927,1779,1597,2039,2015,2349,1519,2012,730,1668,1037,1077,2051,1309
Mettl21e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15833,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
Gm5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txn-ps1,10,11,13,15,11,9,20,21,17,16,14,17,17,17,20,14
Gulp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37626,1,0,0,0,4,0,0,0,0,0,0,0,0,17,0,0
Gm16102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930521E06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38110,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Gm3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
