Geneid,SpleenLN.TIR1.Resting.rep_1,SpleenLN.WT.Resting.rep_3,SpleenLN.WT.Activated.rep_1,SpleenLN.WT.Activated.rep_3,Thymus.TIR1.Developing.rep_1,Thymus.WT.Developing.rep_1,SpleenLN.WT.Resting.rep_2,SpleenLN.WT.Activated.rep_2,SpleenLN.TIR1.Resting.rep_3,SpleenLN.TIR1.Activated.rep_1,Thymus.TIR1.Developing.rep_3,Thymus.WT.Developing.rep_3,SpleenLN.TIR1.Activated.rep_2,SpleenLN.TIR1.Activated.rep_3,Thymus.TIR1.Developing.rep_2,Thymus.WT.Developing.rep_2,SpleenLN.WT.Resting.rep_1
Klhl40,2,0,1,2,1,2,0,3,0,4,1,2,1,0,5,5,6
Hhatl,2,0,0,0,1,0,1,1,0,0,0,3,2,0,1,0,2
Ccdc13,2,0,0,0,1,1,2,1,3,2,2,34,0,0,1,2,0
Gm17163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47111,41,6,4,10,7,19,21,5,68,9,3,28,12,10,69,8,20
Higd1a,1685,1335,1331,1313,1714,1734,1461,2004,1345,2069,1588,1629,1450,1688,1508,1393,1484
Gm47112,16,6,2,0,98,38,29,6,20,14,122,83,0,1,93,1,15
Gm47113,20,12,11,18,31,34,11,16,13,66,25,59,9,16,121,16,14
Ackr2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cyp8b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700048O20Rik,2,1,58,28,30,4,50,54,31,67,25,59,37,112,25,6,46
Gm49343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gask1a,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0
Pomgnt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Gm39463,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
Gm47117,0,1,1,1,1,0,2,0,2,5,0,1,0,2,1,0,3
Gm39465,4,3,1,1,1,2,3,1,3,6,1,2,1,2,0,5,4
Gm39464,2,3,0,0,7,1,1,2,0,2,2,0,3,0,1,0,1
Snrk,2588,3381,3798,2599,2398,1990,2511,1267,2239,1651,3514,3091,2067,2471,4216,2107,3908
Gm47122,3,0,0,0,11,0,0,0,0,1,0,1,1,3,1,1,0
4632418H02Rik,6,4,24,9,43,96,18,7,45,25,154,23,30,25,26,74,46
Gm47121,17,11,38,32,70,40,26,44,88,15,33,51,26,18,25,37,37
Ano10,2012,2020,1633,1982,1934,1556,1424,1093,1241,1095,1705,1113,1082,1073,2258,1423,1984
Mir8106,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
Gm26797,9,7,10,11,5,14,9,5,11,13,9,15,7,12,7,13,4
Gm47126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhd5,618,593,552,952,389,199,667,288,425,629,676,420,576,491,429,248,581
A730085K08Rik,1,0,0,0,0,0,5,0,22,0,11,0,0,1,0,0,3
Gm47128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm35454,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Gm47129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm47131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm47133,0,1,1,2,1,4,1,2,1,1,3,1,1,0,2,4,3
9530059O14Rik,14,16,6,10,12,12,10,24,11,19,13,17,11,6,6,12,6
Gm47134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm47135,1,1,2,1,2,5,10,3,0,1,4,1,2,3,4,0,4
Mir138-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm35501,0,0,1,0,0,1,0,2,0,1,1,2,0,0,2,0,0
Gm47136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Topaz1,2,1,2,2,0,2,1,1,3,0,0,2,1,3,1,1,0
Tcaim,415,697,669,477,824,714,523,493,695,397,510,772,684,540,716,837,720
Gm35549,0,0,19,0,13,1,9,30,25,18,0,2,6,0,0,19,16
Zfp445,1585,1391,1457,761,1349,1309,1299,554,1252,1157,1373,1317,1919,1908,2466,1034,1721
Gm47140,4,12,1,0,0,3,0,1,0,2,0,0,5,2,2,1,1
A530083I20Rik,38,24,31,49,18,9,15,83,40,62,34,28,44,38,26,25,29
Zkscan7,122,219,89,278,179,105,313,237,173,79,310,191,254,307,157,242,167
Zfp660,4,3,10,10,6,2,4,8,2,9,6,2,3,14,7,11,9
ENSMUSG00000118660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47145,3,2,2,4,5,4,5,5,3,1,1,3,5,1,2,4,2
Zfp105,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1
Gm46136,47,38,37,59,51,39,28,82,46,62,39,41,56,64,50,40,25
Gm47146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110059G10Rik,1336,784,1032,1361,1356,855,897,1414,995,1539,1174,1107,1048,1474,859,938,861
Kif15,215,325,357,435,175,28,199,392,197,610,101,215,724,438,241,86,229
Gm47148,5,0,1,6,1,2,1,0,1,1,2,1,2,5,3,1,4
Gm9856,492,561,460,615,552,627,638,586,459,648,670,961,434,469,478,651,385
Tmem42,851,981,952,1108,633,1073,799,1130,842,1133,1213,1080,1038,996,838,708,820
Gm49323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgm4,15,1,25,27,0,1,5,3,2,3,34,3,2,13,1,3,33
Zdhhc3,3445,4031,4401,5280,3355,2553,2695,4370,2376,4074,4163,3066,3880,3559,3154,3326,4046
Exosc7,4027,3569,2811,3054,2834,3083,3453,3237,3172,3231,3323,2763,2919,3155,3541,3166,3344
Gm47159,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1
Clec3b,0,5,12,1,11,2,11,6,0,4,3,1,0,1,15,0,22
Gm23323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdcp1,2,44,23,0,0,77,1,2,0,14,76,66,10,59,3,62,39
Tmem158,1376,1841,629,791,1333,1047,1912,1018,1470,847,950,970,871,962,1424,553,1890
Scp2-ps2,1818,1513,1359,1584,1177,1170,1408,1602,1570,1884,1282,1167,1443,1392,1151,1166,1424
Gm47162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lars2,34192,28850,20993,26897,24416,24462,27263,28529,32451,31312,27061,24920,23859,28968,25288,23538,28835
Limd1,2557,3437,4106,3850,2042,2011,2209,2419,2390,2167,2524,2672,3405,2696,2551,1827,3132
ENSMUSG00000120906,7,33,13,54,9,44,5,11,6,36,10,17,28,7,39,8,4
Sacm1l,1227,1508,1663,1888,1283,890,1188,880,972,1116,1090,1587,1318,1214,1666,952,1731
Slc6a20b,34,23,40,49,26,45,19,33,32,37,36,30,26,33,25,34,22
Slc6a20a,12,16,8,10,12,6,8,16,20,14,5,9,13,78,14,14,15
Gm17120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47171,0,0,1,1,2,23,0,0,0,0,0,0,1,0,1,0,0
Gm17200,2,0,10,30,3,5,1,3,4,9,4,1,12,21,21,14,14
Ccr9,1064,1276,6162,5158,4532,3702,1295,6563,724,3763,4067,3331,3395,5185,5702,3874,1162
Gm10052,162,178,111,158,136,130,157,102,143,150,163,137,155,181,155,129,149
Lztfl1,844,723,4362,3905,1947,1321,620,5576,713,4279,1627,1758,3947,4424,1605,1777,884
Gm17020,0,0,4,3,1,0,0,2,1,5,1,0,3,0,30,0,0
Gm17021,1,5,7,0,0,2,0,8,0,1,1,0,0,0,1,0,2
Fyco1,837,972,1244,1345,1821,1612,744,771,977,825,1415,1626,823,1037,1951,1477,1320
Cxcr6,241,135,25568,29133,0,25,22,20638,239,26675,0,44,20850,16972,54,31,131
ENSMUSG00000120808,54,70,118,229,98,139,24,109,52,90,79,77,96,111,75,118,61
Xcr1,1,1,8,63,14,2,1,6,2,9,0,3,5,48,1,2,3
Gm2774,0,1,1,41,1,0,10,1,0,1,0,2,3,1,0,0,1
ENSMUSG00000120693,7,2,22,68,30,6,8,36,8,72,35,6,22,37,10,3,4
ENSMUSG00000121108,11,12,18,14,2,1,0,8,3,18,2,0,16,10,0,1,0
Ccr1,3,4,5317,4474,2,1,5,3748,0,3843,7,3,2286,1875,4,7,7
Ccr1l1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ccr3,0,0,257,169,2,1,0,311,3,90,2,1,139,107,0,1,1
Ccr2,212,426,25352,26802,89,63,170,14571,11,16459,3,4,15667,11805,48,2,108
Ccr5,28,3,2313,3038,2,2,1,1996,1,1824,2,1,2394,1355,3,3,57
Gm39469,199,158,131,201,264,238,275,189,176,144,248,246,102,230,296,146,196
2010315B03Rik,1167,1023,560,823,1463,848,842,707,971,565,1376,1358,1047,802,1087,1189,947
Gm47181,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Gm47180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm47179,2,4,2,4,2,2,1,3,1,3,2,5,3,2,1,0,4
Nlrp4g,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Gm47182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp2r3d,1352,1228,1260,1932,1663,1333,1295,1235,1675,1166,2254,1576,1038,1151,2122,1837,1303
Gm47183,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
Gm47185,5,3,1,0,2,3,1,2,4,5,4,4,2,3,3,3,1
Gm21836,1,0,1,0,1,0,1,0,0,2,1,0,0,2,0,1,0
Gm30674,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Gm3318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9230019H11Rik,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
B020014A21Rik,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm8155,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0
Gm48097,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
Gm6667,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
H60c,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Gm18703,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp1r14c,4,4,828,745,2,2,0,623,0,737,1,2,1072,377,2,0,1
ENSMUSG00002076446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iyd,1,4,19,1,1,0,0,4,1,4,1,1,13,2,2,1,0
A330032P22Rik,3,3,1,2,2,1,1,4,1,1,2,2,2,2,5,5,1
ENSMUSG00000120143,3,6,2,3,3,3,2,4,6,4,4,0,6,2,2,2,3
Plekhg1,1,41,20,0,1,2,1,1,1,26,2,15,4,1,20,22,2
Gm16149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16148,2,1,1,3,0,1,1,2,4,0,0,0,1,2,0,0,3
Mthfd1l,979,1386,905,1529,978,408,967,462,1351,512,1384,925,748,600,528,1245,1548
Gm16074,0,0,0,0,30,0,14,0,4,0,0,0,0,0,2,0,0
Gm25515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25369,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm30570,2,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0
Akap12,425,803,922,943,624,469,601,673,504,601,266,519,1097,603,821,451,739
Zbtb2,2389,2131,1918,1004,1825,1419,1911,1097,1780,1293,1930,1930,2041,1462,2194,1852,1837
Gm21781,34,6,72,151,179,96,149,32,70,36,98,207,40,39,442,292,35
Rmnd1,1728,2021,1280,1201,2572,2263,1856,770,1683,973,2924,2560,980,1161,2561,1940,2205
Gm16153,105,106,96,173,96,118,83,23,244,146,184,64,76,86,116,95,43
Armt1,1163,859,1166,984,1117,768,994,1138,848,1020,1461,930,874,844,523,714,1321
Ccdc170,2,0,0,1,21,44,0,2,2,4,0,74,3,1,18,0,33
Gm22739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
Gm3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esr1,151,165,41,55,72,50,89,79,135,67,203,75,63,66,195,60,132
Syne1,415,775,612,666,424,598,545,670,469,452,612,395,814,614,828,451,688
Gm25694,0,0,14,2,1,1,0,1,0,1,0,0,1,5,0,0,0
Gm10097,11,3,3,5,4,4,3,5,6,21,5,3,4,9,8,8,18
Gm48836,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
Gm23573,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Myct1,14,14,11,17,9,11,12,6,11,13,8,12,11,10,10,20,13
Vip,5,5,7,8,3,7,1,4,4,4,5,6,5,5,3,2,3
Gm47679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fbxo5,1398,1378,919,1076,949,1093,825,1208,1157,1929,878,927,1576,1082,750,893,1002
Mtrf1l,736,929,835,1148,1264,1025,982,783,1225,629,931,1318,883,838,1129,1180,1052
Rgs17,31,20,23,21,11,16,19,20,16,25,14,26,14,19,24,20,17
Gm3213,0,3,0,1,0,1,1,0,2,1,0,0,1,2,1,0,0
Gm47755,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm4921,4,0,2,1,1,1,2,0,0,2,2,1,1,2,2,2,1
Gm10945,0,0,0,0,2,1,1,1,0,0,2,0,1,0,1,1,1
Oprm1,14,10,18,44,7,15,24,20,15,36,20,31,36,33,11,12,21
Ipcef1,2582,2283,4754,3587,1432,1695,2307,3615,2261,4071,1284,1657,3038,3788,1495,701,3736
Gm15536,1608,1573,1240,1425,1825,1976,2112,2195,2476,1766,1938,1756,1620,1759,1651,1817,1975
Cnksr3,548,1014,110,143,549,124,336,65,594,135,389,487,86,150,424,626,690
ENSMUSG00000119990,46,29,13,14,55,9,49,22,57,18,52,25,42,44,20,33,65
Gm21321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
Ulbp1,62,138,55,295,48,21,64,116,47,102,73,6,37,70,128,35,54
Gm46209,33,35,23,23,24,37,28,39,40,28,28,24,26,35,30,19,29
Gm48121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Lrp11,18,15,3,2,1,0,8,3,1,19,76,6,39,72,215,13,81
Gm16254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pcmt1,5719,5233,6050,6956,4055,4996,4711,5504,4975,6154,5222,5040,5311,5528,5299,4427,5653
A630066F11Rik,138,207,259,152,81,121,215,47,92,285,191,184,131,150,110,19,183
Nup43,525,673,684,806,666,955,557,464,657,870,1069,815,816,568,1174,746,814
Lats1,721,968,921,404,799,419,504,370,830,697,592,669,296,423,373,633,992
Katna1,3414,3393,3451,3233,3152,2717,3424,2700,2580,2715,3177,2337,2811,3416,2787,3069,3896
Gm20470,18,29,17,25,26,26,8,10,34,3,34,7,18,24,29,18,21
Ginm1,3214,3219,2840,2431,2486,2351,2962,2819,3188,2650,3100,2895,2972,2518,3266,2747,3104
B430219N15Rik,16,5,1,21,0,0,1,1,20,7,7,13,3,19,0,25,11
Ppil4,4648,4888,3894,3892,4445,4792,4467,2496,4538,3505,5589,4161,3563,3446,5869,4158,4784
Gm15560,2,1,1,2,2,0,1,6,0,0,0,14,1,0,8,24,8
Zc3h12d,1022,1666,3443,3353,1808,592,1789,2869,1026,2494,1322,1953,2707,2268,1571,1764,2437
Mir5104,0,2,14,17,4,0,0,0,7,15,0,0,0,0,0,1,7
Gm24726,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tab2,1066,879,1642,1935,1181,1115,714,1961,1274,2025,1223,1261,1462,1582,1747,1321,1395
Gm48614,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Gm30906,3,1,0,18,1,1,3,2,2,7,2,1,10,3,1,1,2
Ust,173,258,587,415,22,35,167,14,290,275,33,11,364,306,74,20,301
Gm24374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm48654,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
Sash1,26,36,25,23,15,16,16,19,17,13,20,26,24,21,21,10,22
Gm25410,7,3,3,3,2,2,4,3,4,1,5,1,3,0,2,2,1
4930553I21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26674,0,0,0,0,1,1,1,0,3,1,0,2,1,0,2,0,1
Gm48727,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm48728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48743,1,5,0,0,3,0,2,2,0,3,1,4,2,0,0,2,0
Gm48744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48750,1,3,0,1,0,2,1,1,0,0,1,0,0,1,1,0,1
Gm48751,0,1,0,1,5,2,2,0,0,3,0,0,1,0,1,2,1
Gm48753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9930,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0
Gm48755,2,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,1
Gm48757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48759,2,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0
Samd5,11,10,8,9,2,7,6,8,10,5,8,5,5,9,7,4,3
Gm48760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6150,0,4,0,0,0,2,2,0,2,1,2,0,0,1,1,0,0
Gm19161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stxbp5,896,966,1568,1023,326,765,955,463,565,1213,755,272,1203,1072,1155,844,853
Gm25635,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Gm46210,0,3,7,22,0,10,2,4,4,0,2,0,2,7,0,0,2
Gm28905,1,0,0,43,74,34,12,0,0,0,35,1,3,20,0,31,0
Gm48282,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm48278,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Gm48281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48279,3,1,2,3,2,5,1,2,1,3,4,3,1,1,2,2,2
Gm48280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930598N05Rik,10,9,9,2,1,2,1,13,7,19,8,4,10,12,2,5,4
Gm44555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm31904,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm48324,2,0,0,1,0,2,0,0,0,0,2,0,1,0,0,2,0
Adgb,2,1,0,4,1,1,0,0,3,2,2,4,1,1,2,3,8
Gm15568,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Gm48326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rab32,479,304,123,252,422,311,391,593,303,145,675,534,219,280,430,498,415
Gm5177,1,2,2,1,3,1,1,1,2,1,0,2,0,1,3,0,0
Gm23601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Grm1,1,1,1,5,0,4,0,1,3,5,0,3,2,1,3,4,0
Gm48400,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
4930567K20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm48406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shprh,1432,1224,1613,897,1274,1178,1359,516,800,840,1393,1316,854,777,1639,1229,1764
Gm16577,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
4930432B10Rik,4,0,10,6,2,0,1,1,9,0,5,1,12,10,3,1,7
Fbxo30,132,289,725,525,324,269,155,540,199,630,293,235,894,264,404,218,289
Gm48666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25979,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Epm2a,2,4,12,3,6,1,1,3,2,2,2,1,8,2,1,3,1
Rpl17-ps11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9797,201,211,112,144,185,141,166,127,222,174,128,164,155,175,125,113,194
Gm22546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48697,3,3,4,2,0,1,0,3,0,1,0,0,2,3,0,1,0
Gm48698,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00002076949,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002076606,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm48721,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Gm48722,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm48723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23680,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Gm25139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utrn,7828,8863,6733,7077,7423,7453,7773,5297,6488,6415,9487,8899,5794,5589,10506,8541,11260
Gm48798,8,1,2,2,10,4,2,0,1,4,2,2,0,5,2,0,2
Gm23044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7525,5,4,4,20,2,0,2,24,6,17,6,0,2,4,6,2,7
B230208H11Rik,32,2,84,14,8,4,3,57,21,57,22,5,49,52,3,34,4
Stx11,670,1880,7505,6602,638,802,639,3956,749,6009,705,1110,6629,4198,1326,853,1173
Sf3b5,5603,4781,4971,6255,5335,4472,5205,7340,5655,6942,5430,4526,5355,5777,4960,4595,4697
Gm47691,2,2,2,31,1,35,1,22,1,2,1,1,27,23,2,4,2
Plagl1,70,205,101,76,218,130,181,183,64,175,84,204,238,139,306,84,201
ENSMUSG00002076823,8,0,3,0,1,1,3,5,12,8,1,0,5,3,0,0,1
Zc2hc1b,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3
Ltv1,3370,2912,2884,2271,2785,2108,2677,2111,2462,1989,2963,2063,2172,2809,2322,1305,2319
Gm47402,0,1,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0
Phactr2,921,637,3382,2445,1191,485,505,2788,577,3105,858,690,3242,2858,1386,828,993
Fuca2,701,1069,3074,3193,230,364,924,1467,791,2303,520,318,2646,1822,598,468,851
Pex3,2361,1791,1372,1849,1633,1395,1522,1988,1759,1589,2023,1782,1161,1748,1581,1733,1598
Adat2,141,155,115,81,126,121,150,143,140,215,131,112,160,123,109,273,77
Gm48773,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1
Aig1,1515,1429,906,1176,989,1221,1003,1404,1498,1276,941,1100,1044,1435,1250,926,1404
Gm32172,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Gm32105,3,2,1,2,1,1,0,3,1,1,0,3,0,0,3,2,0
Gm22995,2,5,0,5,3,1,1,1,0,2,0,3,1,2,2,0,1
Gm8330,0,2,0,0,0,1,0,2,1,2,0,0,0,0,3,3,1
4930444K16Rik,5,3,3,2,2,3,4,6,2,9,3,3,4,3,1,0,2
ENSMUSG00000120437,150,139,151,123,111,78,151,191,148,218,95,30,174,225,81,64,143
Hivep2,2804,2234,3203,2539,1983,2298,2128,2806,2255,3234,2272,2282,2662,3141,1985,2158,2717
Gm28289,0,0,0,0,0,0,0,0,11,0,0,0,3,3,0,0,5
Gm48843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm48845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm24343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm40603,3,2,2,1,2,0,1,1,3,8,1,1,2,0,3,2,1
Gm37299,0,0,1,3,1,0,0,1,1,2,2,1,1,1,3,24,1
Gm48854,1,2,0,2,1,1,0,7,4,4,1,0,1,0,1,3,1
Adgrg6,30,30,10,17,16,12,14,17,12,22,11,16,14,15,18,22,13
Gm10335,380,333,154,182,236,195,254,209,336,251,248,252,191,263,213,279,284
Gm46212,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
Gm48068,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Vta1,3274,3800,2760,3501,4235,3759,3336,3677,3325,4856,4214,3779,3250,3568,3620,3316,3658
Gm16234,0,0,0,0,0,11,15,0,3,0,0,17,0,0,8,2,0
Nmbr,0,4,1,2,0,1,0,0,4,2,2,1,6,1,2,2,1
Gje1,6,2,0,3,1,3,2,4,1,5,2,6,0,0,1,2,1
Gm8355,519,493,376,403,282,276,274,280,283,364,295,330,335,324,505,341,467
B230364G03Rik,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Gm47698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18188,0,0,1,1,0,0,0,0,0,0,1,1,0,3,0,0,0
Gm47710,2,2,0,2,0,1,3,2,1,3,8,0,4,0,1,2,0
Gm7198,1,4,0,2,2,4,0,2,0,0,2,1,4,3,0,3,0
Gm47712,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2
Gm46188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm40604,3,0,1,4,1,1,1,0,2,1,0,2,0,2,3,5,1
Gm32283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm9535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C330004P14Rik,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
Gm18557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gm5178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm47729,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
Gm5948,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gm18039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm47736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20125,3,2,0,3,2,2,2,0,2,0,1,2,3,2,1,0,4
Gm47760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm47761,5,2,4,0,0,0,4,10,3,15,1,0,4,2,1,3,2
